[MS Spectrum]
# of Peaks	735
Raw Spectrum	[7.617],(scan:[3048])
Background	No Background Spectrum
Base Peak	m/z 54.10 (Inten : 52,650)
m/z	Absolute Intensity	Relative Intensity
544.80	73	0.14
545.75	16	0.03
546.75	6	0.01
548.35	65	0.12
548.80	126	0.24
549.75	34	0.06
552.75	169	0.32
554.75	29	0.06
556.90	98	0.19
560.10	97	0.18
561.15	9	0.02
562.10	74	0.14
563.05	9	0.02
564.75	116	0.22
567.75	28	0.05
569.05	112	0.21
569.85	7	0.01
570.70	56	0.11
572.20	199	0.38
573.30	66	0.13
573.65	79	0.15
574.20	95	0.18
575.25	42	0.08
576.25	6	0.01
577.25	1	0.00
579.60	108	0.21
581.10	218	0.41
582.25	61	0.12
583.05	41	0.08
583.85	112	0.21
584.85	3	0.01
586.35	82	0.16
587.40	45	0.09
588.45	28	0.05
590.45	14	0.03
591.45	12	0.02
594.80	99	0.19
596.55	150	0.28
597.55	28	0.05
598.75	1135	2.16
599.75	22	0.04
600.75	20	0.04
602.20	93	0.18
603.30	99	0.19
603.75	78	0.15
604.70	45	0.09
605.65	15	0.03
606.50	69	0.13
606.80	60	0.11
607.65	6	0.01
608.50	59	0.11
609.55	17	0.03
610.35	13	0.02
611.20	77	0.15
612.80	46	0.09
613.15	47	0.09
614.15	6	0.01
615.15	4	0.01
616.15	44	0.08
617.15	106	0.20
619.15	115	0.22
619.80	49	0.09
620.15	44	0.08
621.15	38	0.07
622.05	7	0.01
622.85	102	0.19
624.05	177	0.34
625.15	15	0.03
627.15	42	0.08
628.30	60	0.11
629.10	42	0.08
631.20	88	0.17
632.45	1057	2.01
634.05	93	0.18
635.05	49	0.09
636.05	71	0.13
637.50	140	0.27
638.55	39	0.07
640.45	16	0.03
641.20	44	0.08
642.25	1	0.00
644.25	22	0.04
646.00	37	0.07
646.95	15	0.03
647.85	1	0.00
648.60	96	0.18
649.45	24	0.05
650.30	93	0.18
651.80	84	0.16
653.25	223	0.42
654.35	15	0.03
655.35	14	0.03
656.35	143	0.27
657.75	99	0.19
658.20	49	0.09
659.15	7	0.01
660.05	1181	2.24
660.85	1685	3.20
661.85	6	0.01
662.85	14	0.03
664.85	34	0.06
666.85	3	0.01
667.85	17	0.03
669.30	55	0.10
669.80	185	0.35
670.85	27	0.05
672.85	26	0.05
673.85	13	0.02
675.85	21	0.04
678.85	84	0.16
679.70	55	0.10
680.75	32	0.06
681.75	23	0.04
682.75	17	0.03
685.45	99	0.19
686.45	1	0.00
687.45	9	0.02
688.35	4	0.01
689.25	49	0.09
692.25	11	0.02
693.15	16	0.03
694.00	45	0.09
695.05	67	0.13
696.35	63	0.12
696.70	50	0.09
697.55	1	0.00
698.30	125	0.24
699.25	8	0.02
700.15	94	0.18
701.05	20	0.04
702.05	39	0.07
703.05	16	0.03
705.45	156	0.30
709.35	32	0.06
711.25	4	0.01
712.15	870	1.65
712.60	84	0.16
713.15	141	0.27
714.15	27	0.05
