[MS Spectrum]
# of Peaks	2011
Raw Spectrum	[6.689],(scan:[2008])
Background	No Background Spectrum
Base Peak	m/z 61.35 (Inten : 16,129)
m/z	Absolute Intensity	Relative Intensity
996.30	512	3.17
997.35	344	2.13
998.45	185	1.15
999.55	168	1.04
1000.65	220	1.36
1001.65	299	1.85
1002.80	393	2.44
1003.80	253	1.57
1005.00	199	1.23
1006.00	213	1.32
1007.10	457	2.83
1008.15	167	1.04
1008.95	1240	7.69
1010.20	390	2.42
1011.35	322	2.00
1012.50	274	1.70
1013.50	207	1.28
1014.55	211	1.31
1015.65	403	2.50
1016.60	241	1.49
1017.75	165	1.02
1018.80	230	1.43
1020.00	154	0.95
1021.00	176	1.09
1022.00	94	0.58
1023.20	178	1.10
1024.25	238	1.48
1025.30	231	1.43
1026.35	373	2.31
1027.55	324	2.01
1028.55	392	2.43
1029.60	144	0.89
1030.60	374	2.32
1031.65	224	1.39
1032.80	266	1.65
1033.80	176	1.09
1034.90	329	2.04
1036.05	144	0.89
1037.05	203	1.26
1038.25	423	2.62
1039.25	258	1.60
1040.30	385	2.39
1041.40	254	1.57
1042.55	445	2.76
1043.45	273	1.69
1044.45	290	1.80
1045.65	277	1.72
1046.60	123	0.76
1047.80	444	2.75
1048.80	320	1.98
1049.95	188	1.17
1051.05	218	1.35
1052.05	371	2.30
1053.15	391	2.42
1054.25	206	1.28
1055.20	160	0.99
1056.30	252	1.56
1057.45	458	2.84
1058.45	305	1.89
1059.50	315	1.95
1060.65	436	2.70
1061.65	226	1.40
1062.75	517	3.21
1063.75	224	1.39
1064.90	345	2.14
1065.95	247	1.53
1067.00	223	1.38
1068.10	167	1.04
1069.15	501	3.11
1070.25	421	2.61
1071.30	199	1.23
1072.40	663	4.11
1073.40	274	1.70
1074.55	589	3.65
1075.65	408	2.53
1076.65	253	1.57
1077.70	349	2.16
1078.80	407	2.52
1079.90	306	1.90
1081.00	248	1.54
1081.90	427	2.65
1083.15	317	1.97
1084.15	294	1.82
1085.25	322	2.00
1086.30	356	2.21
1087.35	439	2.72
1088.45	282	1.75
1089.45	250	1.55
1090.60	177	1.10
1091.60	172	1.07
1092.75	243	1.51
1093.80	264	1.64
1094.75	128	0.79
1095.95	219	1.36
1097.00	289	1.79
1098.05	958	5.94
1099.25	117	0.73
1100.25	248	1.54
1101.20	57	0.35
1102.30	384	2.38
1103.45	206	1.28
1104.50	263	1.63
1105.55	310	1.92
1106.60	195	1.21
1107.70	265	1.64
1108.75	328	2.03
1109.80	352	2.18
1110.95	278	1.72
1111.90	40	0.25
1113.15	279	1.73
1114.15	284	1.76
1115.10	279	1.73
1116.35	126	0.78
1117.45	128	0.79
1118.45	229	1.42
1119.45	201	1.25
1120.55	253	1.57
1121.65	355	2.20
1122.70	138	0.86
1123.70	415	2.57
1124.75	158	0.98
1125.90	319	1.98
1127.05	529	3.28
1128.05	194	1.20
1129.05	232	1.44
1130.15	367	2.28
1131.25	228	1.41
1132.25	288	1.79
1133.25	322	2.00
1134.35	311	1.93
1135.10	10	0.06
1135.85	1045	6.48
1136.80	28	0.17
1137.45	253	1.57
1138.65	340	2.11
1139.65	308	1.91
1140.90	143	0.89
1141.85	163	1.01
1142.80	1	0.01
1144.00	98	0.61
1145.15	166	1.03
1146.20	168	1.04
1147.15	332	2.06
1148.30	176	1.09
1149.35	161	1.00
1150.50	419	2.60
1151.45	155	0.96
1152.55	373	2.31
1153.60	205	1.27
1154.70	167	1.04
1155.85	108	0.67
1156.85	435	2.70
1157.80	302	1.87
1158.90	192	1.19
1160.10	233	1.44
1161.25	194	1.20
1162.10	345	2.14
1163.20	277	1.72
1164.35	116	0.72
1165.40	277	1.72
1166.45	184	1.14
1167.50	190	1.18
1168.65	307	1.90
1169.70	129	0.80
1171.80	113	0.70
1172.90	158	0.98
1174.00	154	0.95
1174.90	247	1.53
1176.00	25	0.16
1177.20	400	2.48
1177.65	78	0.48
1178.20	121	0.75
1179.30	204	1.26
1180.25	266	1.65
1181.35	197	1.22
1182.45	224	1.39
1183.10	104	0.64
1183.55	199	1.23
1184.60	167	1.04
1185.65	195	1.21
1186.70	373	2.31
1187.70	55	0.34
1188.95	190	1.18
1190.00	165	1.02
1191.05	106	0.66
1191.70	70	0.43
1192.15	99	0.61
1193.10	145	0.90
1194.35	155	0.96
1195.15	251	1.56
1196.35	211	1.31
1197.45	264	1.64
1198.50	187	1.16
1199.55	246	1.53
1200.45	503	3.12
1201.75	426	2.64
1202.80	16	0.10
1203.90	327	2.03
1204.85	559	3.47
1206.10	154	0.95
1207.15	292	1.81
1208.10	86	0.53
1209.30	231	1.43
1210.15	318	1.97
1211.45	177	1.10
1212.40	12	0.07
1213.40	4	0.02
1214.50	200	1.24
1215.50	62	0.38
1216.60	273	1.69
1217.75	209	1.30
1218.60	457	2.83
1219.75	223	1.38
1221.05	135	0.84
1222.05	114	0.71
1222.55	50	0.31
1223.15	116	0.72
1224.25	114	0.71
1225.40	203	1.26
1225.80	193	1.20
1226.40	106	0.66
1227.45	197	1.22
1228.55	203	1.26
1229.05	86	0.53
1229.90	14	0.09
1230.70	163	1.01
1231.15	192	1.19
1231.75	250	1.55
1233.90	152	0.94
1234.50	246	1.53
1234.85	145	0.90
1235.60	209	1.30
1237.15	142	0.88
1239.30	96	0.60
1239.80	161	1.00
1240.30	93	0.58
1240.85	159	0.99
1241.45	96	0.60
1242.25	25	0.16
1243.60	239	1.48
1244.05	194	1.20
1244.55	222	1.38
1246.15	48	0.30
1246.75	52	0.32
1247.15	167	1.04
1248.10	48	0.30
1249.00	121	0.75
1249.55	68	0.42
1249.95	117	0.73
1250.40	59	0.37
1251.30	12	0.07
1252.15	140	0.87
1252.55	186	1.15
1253.55	154	0.95
1254.80	176	1.09
1255.35	129	0.80
1255.75	203	1.26
1257.20	60	0.37
1258.00	166	1.03
1258.60	297	1.84
1260.15	79	0.49
1261.55	125	0.78
1262.10	125	0.78
1263.10	23	0.14
1264.45	75	0.47
1265.50	142	0.88
1266.45	137	0.85
1267.05	46	0.29
1267.55	153	0.95
1268.60	297	1.84
1269.30	72	0.45
1269.65	174	1.08
1270.15	161	1.00
1271.40	83	0.51
1272.40	16	0.10
1273.55	186	1.15
1273.95	48	0.30
1274.90	8	0.05
1275.80	18	0.11
1276.85	278	1.72
1278.25	47	0.29
1279.00	210	1.30
1279.45	186	1.15
1280.00	80	0.50
1280.50	71	0.44
1281.20	248	1.54
1282.10	238	1.48
1282.95	207	1.28
1283.55	141	0.87
1284.25	162	1.00
1285.55	85	0.53
1286.45	136	0.84
1287.20	30	0.19
1288.05	45	0.28
1288.65	284	1.76
1289.50	42	0.26
1290.75	78	0.48
1291.65	188	1.17
1291.95	132	0.82
1293.20	53	0.33
1294.65	224	1.39
1295.55	66	0.41
1296.15	177	1.10
1297.10	287	1.78
1297.50	207	1.28
1298.10	45	0.28
1299.30	78	0.48
1299.90	234	1.45
1300.50	27	0.17
1301.45	69	0.43
1302.45	131	0.81
1302.85	184	1.14
1303.70	192	1.19
1304.55	121	0.75
1305.60	40	0.25
1306.00	81	0.50
1306.85	351	2.18
1307.80	183	1.13
1308.30	272	1.69
1308.85	159	0.99
1310.05	117	0.73
1311.20	89	0.55
1312.15	210	1.30
1313.55	290	1.80
1314.30	72	0.45
1315.20	125	0.78
1315.50	141	0.87
1316.55	130	0.81
1317.60	7	0.04
1318.70	135	0.84
1319.55	166	1.03
